Article_ID,Date,Title,Summary,Topic_2digit
266,2/3/1996,Businesses Scaling Back Plans To Defang Federal Regulations ,businesses trying to fight federal regulations,15
267,2/3/1996,Shake-Up at Apple Computer Places Director in Chief's Job ,new head of apple,15
268,2/4/1996,BOSNIA LAND MINE KILLS U.S. SOLDIER ,US soldier killed in bosnia,16
269,2/4/1996,Changing Guard at Apple: The Board Says 'Enough' ,new head of apple,15
270,2/4/1996,U.S. WARNS CHINA OVER VIOLATIONS OF TRADE ACCORD ,US/China trade dispute,18
271,2/4/1996,"Despite Deep Grass Roots in Iowa, Gramm Struggles to Catch Forbes ",phil gramm's campaign,20
272,2/4/1996,WINTER OF '96: THE OVERVIEW; Winter Again Attacks Northeast With Less Snow but Worse Cold ,snow in the northeast,26
273,2/4/1996,"A LIFE IN PIECES; For du Pont Heir, Question Was Control ",murder suspect,12
274,2/4/1996,A Church Asunder Awaits the Pope in Salvador ,catholic church,31
275,2/5/1996,SHORTFALL POSTED BY MEDICARE FUND TWO YEARS EARLY ,medicare running out of money,3
276,2/5/1996,China Issues Rules To Monitor Internet ,china looking at the internet,19
277,2/5/1996,"Its Art Squeezed, the Modern Buys Growing Room ",art museum deal,28
278,2/5/1996,Tentative Settlement Is Reached In Maintenance Workers' Strike ,NYC maintenance workers go on strike,5
279,2/5/1996,DEEP FREEZE GRIPS SOUTHERN STATES ,cold weather in the south,26
280,2/5/1996,Afghan Capital Grim as War Follows War ,war in afghanistan,19
281,2/5/1996,American Soldier's Body Returned from Bosnia ,dead american returns from bosnia,16
282,2/5/1996,Forbes's Positions Found in Early Writings ,steve forbes positions,20
283,2/6/1996,Brutal Cold Air Sinks Its Teeth And Hangs On ,cold air,26
284,2/6/1996,POLITICS; Looking for Mr. Outside ,republican presidential race,20
285,2/6/1996,Tepid on Giuliani ,NYC mayor and the police,12
286,2/6/1996,New York City Police Union Pounds Beat in State Capitol ,NYC police labor issues,5
287,2/6/1996,"The Doctor's World; New AIDS Therapies Arise, But Who Can Afford the Bill? ",new treatments for AIDS,3
288,2/6/1996,"Roof Collapse Kills a Firefighter, 3d to Die in New York in 6 Weeks ",NYC firefighter dies,12
289,2/6/1996,GOVERNORS GROUP FINDS AGREEMENT ON MEDICAID PLAN ,medicaid reform,3
290,2/7/1996,"Haitian Taking Office, With Daunting Job Ahead ",new haitian president,19
291,2/7/1996,"Moderating Path, Rowland Aims At Healing of Connecticut Cities ",connecticut governor's actions,14
292,2/7/1996,Firefighters Say Risks of Job Don't Diminish Their Ardor ,firefighters,12
293,2/7/1996,A BILLION AT RISK: A special report.; Public Money Foots the Bills For 'Privatized' Foreign Aid ,privatizing foreign aid to eastern europe,19
294,2/7/1996,MUSLIM DETENTION OF BOSNIAN SERBS THREATENS TRUCE ,muslims in bosnia fighting,19
295,2/7/1996,POLITICS: THE CAUCUSES; Buchanan Wins in Louisiana In Blow to Gramm Campaign ,louisiana caucuses,20
296,2/7/1996,Eat and Run ,presidential candidates eating food in iowa,20
297,2/7/1996,GOVERNORS RAISE HOPES FOR ENDING BUDGET DEADLOCK ,governors' proposals for ending the budget crisis,1
298,2/8/1996,2 Water Mains In North Jersey Are Ruptured ,water mains break in NJ,21
299,2/8/1996,"On Social Policy, Governors Quietly Split the Difference ",governors endoring welfare,13
300,2/8/1996,Open Attitude on Homosexuality Makes Pariahs of Some Churches ,gays and church,2
301,2/8/1996,SENATE APPROVES BILL TO PHASE OUT FARMING SUBSIDIES ,senate votes to end farm subsidies,4
302,2/8/1996,"After the First Votes, Ecstasy and Agony ",louisiana caucuses,20
303,2/8/1996,German Tourist Plane Crashes; 189 Feared Dead ,plane crash in germany,19
304,2/8/1996,"CHINA SOLD PARTS FOR NUCLEAR ARMS, U.S. OFFICIALS SAY ",china nuclear program,16
305,2/9/1996,Memories of Wartime Brutalities Revive Czech-German Animosity ,old hostility between european countries,19
306,2/9/1996,The Chess World Braces For One Landmark Match ,chess against a computer,17
307,2/9/1996,"In Deal Ending Takeover Effort, Chrysler to Sell Non-Auto Lines ",battle over chrysler stock,15
308,2/9/1996,Texas Caters to a Demand Around U.S. for Jail Cells ,texas building prisons,12
309,2/9/1996,PUBLIC EMPLOYEES VOTE 5-YEAR DEAL IN NEW YORK CITY ,labor union in new york,5
310,2/9/1996,Medicaid Plans East Fiscal Ills For New York ,medicaid in new york,3
311,2/9/1996,High Water in Oregon ,flooding in oregon,26
312,2/9/1996,POLITICS: POLITICAL MEMO; Lesson in Gramm: Money on Its Own Can't Buy Success ,phil gramm's failing campaign,20
313,2/9/1996,"Communications Bill Signed, And the Battles Begin Anew ",new communications law,17
314,2/10/1996,GOVERNOR VETOES ARBITRATION BILL SOUGHT BY POLICE ,ny governor vetoes bill for police union,5
315,2/10/1996,South Africa Campuses Reap Racial Enmity ,racial problems in south africa's colleges,19
316,2/10/1996,POLITICS: THE OVERVIEW; Fight for Religious Right's Votes Turns Bitter ,republicans fighting for religious voters,20
317,2/10/1996,President Finds a Way to Fight Mandate to Oust H.I.V. Troops ,bill that says to discharge soldiers with HIV,16
318,2/10/1996,CRASH ON NEW JERSEY TRANSIT: THE OVERVIEW; 3 Killed as Trains Collide in New Jersey ,train crash in NJ,10
319,2/10/1996,Bomb Wounds 100 in London As I.R.A. Truce Is Said to End ,bombing in london,19
320,2/11/1996,On the Road in Iowa ,campaigning in iowa,20
321,2/11/1996,"MAIN STREET, JAPAN: For Better or for Worse; Who Needs Love! In Japan, Many Couples Don't ",marriage in japan,19
322,2/11/1996,I.R.A. ISSUES CLAIM OF RESPONSIBILITY FOR LONDON BOMB ,IRA claims responibility for an explosion in london,19
323,2/11/1996,"POLITICS: ON THE TRAIL; In Political Quest, Forbes Runs in Shadow of Father ",steve forbes campaign,20
324,2/11/1996,Civil Rights Lawsuit in Rape Case Challenges Integrity of a Campus ,lawsuit about a campus rape,6
325,2/11/1996,POLITICS: CAMPAIGN STYLES; TV Politics Undermines Niche of Early Contests ,TV changing the presidential primaries,20
326,2/11/1996,THE NEW JERSEY TRANSIT CRASH: THE OVERVIEW; Tedious Sifting for Cause of Deadly Train Wreck ,train crash in NJ,10
327,2/12/1996,POLITICS: THE OVERVIEW; Candidates Look for Last-Minute Dazzle in Iowa ,iowa campaigning,20
328,2/12/1996,City That Picks Winners Leans Toward Democrats ,presidential race in ohio,20
329,2/12/1996,ADVERSARIES BACK THE CURRENT RULES CURBING POLLUTION ,pollution rules,7
330,2/12/1996,"El Mozote Journal; Where Countless Died in '81, Horror Lives On in Salvador ",site of a massacre in el salvador,19
331,2/12/1996,Pataki Bans Logging ,NY governor bans commerical logging,7
332,2/12/1996,"As Patrons Age, Future of Arts Is Uncertain ",uncertain future for cultural institutions,28
333,2/12/1996,Engineer in Fatal Train Collision Had a Record of Running Signals ,investigation into a train crash,10
334,2/13/1996,POLITICS: NEWS ANALYSIS; Victory Laced With Caution ,bob dole wins iowa caucus,20
335,2/13/1996,"Stocks Surge Again; Dow Exceeds 5,600 ",stock market,1
336,2/13/1996,Bosnia Limits War-Crimes Arrests After NATO Delivers 2 Suspects ,war crimes arrests in bosnia,19
337,2/13/1996,A Battered Path Toward Peace ,IRA bombing site,19
338,2/13/1996,POLITICS: THE OVERVIEW; Dole Tops the Field in Iowa Caucuses ,Dole wins in iowa,20
339,2/13/1996,ALBANY OVERRIDES A VETO BY PATAKI ON PAY FOR POLICE ,NY police pay bill,5
340,2/13/1996,"BLOOD AND OIL: A Special Report.; After Nigeria Represses, Shell Defends Its Record ",fighting over oil in nigeria,19
341,2/13/1996,Chancellor Crew Takes Over Two Bronx School Districts ,chancellor seizes two NYC school districts,6
342,2/14/1996,"In Nail-Biting Last Chapter, Our Heroine Gets Her Million ",lawsuit over a manuscript,28
343,2/14/1996,POLITICS: THE NEXT STEP; DOLE OPENS DRIVE IN NEW HAMPSHIRE WITH NEW THEME ,bob dole in new hampshire,20
344,2/14/1996,Gramm Bowing Out ,phil gramm quits the race,20
345,2/14/1996,Report Warns That New York Area Could Decline ,threat of longterm decline in new york city,14
346,2/14/1996,AN ON-LINE SERVICE HALTS RESTRICTION ON SEX MATERIAL ,compuserve ends restriction on sex material,2
347,2/14/1996,Top Colleges Filling More Slots With Students Who Apply Early ,more colleges taking early decision students,6
348,2/14/1996,"The Fiercely Faithful -- A special report.; From Cold War, Afghans Inherit Brutal New Age ",taliban in afghanistan,19
349,2/14/1996,POLITICS: NEWS ANALYSIS; Deficit Looks Tiny as Issue ,budget deficit as a campaign issue,1
350,2/15/1996,Gramm Moves Aside As Others March On ,phil gramm drops out of presidential race,20
351,2/15/1996,4 NETWORKS PLAN A RATINGS SYSTEM FOR THEIR SHOWS ,tv networks develop a rating system,17
352,2/15/1996,"With Prices Low, Gasoline Guzzling Makes a Comeback ",low gas prices,8
353,2/15/1996,How a Tortilla Empire Was Built on Favoritism ,tortilla cronyism in mexico,19
354,2/15/1996,"POLITICS: ON THE MOVE; Fueled by Success, Buchanan Revels in Rapid-Fire Oratory ",pat buchanan,20
355,2/15/1996,Giuliani Warns of Austerity Plan If Police Win Costly Pay Raises ,police union pay dispute,5
356,2/15/1996,POLITICS: IN CONGRESS; Running for the House in '96: The Shoe's on the Other Foot ,battle for control of the house,20
357,2/15/1996,East's Coal Towns Wither In the Name of Cleaner Air ,trouble in coal towns,8
358,2/16/1996,"Yeltsin, Seeking a Second Term, Points to Communism as the Foe ",russian presidential race,19
359,2/16/1996,Issue of Lone-Officer Patrols Reignites a New York Debate ,debate over single officer patrols,12
360,2/16/1996,New Bomb in London ,police destroy a bomb in london,19
361,2/16/1996,Milnerton Journal; This $40 Crank-Up Radio Lets Rural Africa Tune In ,radios in africa,19
362,2/16/1996,Chemicals in Food? A Panel of Experts Finds Little Danger ,panel does research on chemicals on food,3
363,2/16/1996,AN ASSEMBLY PLAN WOULD DISMANTLE CITY SCHOOL BOARD ,NYC schools,6
364,2/16/1996,Judge Blocks a Law On Smut on Internet ,law on indecent material on the internet,2
365,2/16/1996,Clinton Taps a Critical Base ,clinton campaign fundraising events,20
366,2/16/1996,POLITICS: THE SPOUSES <HEADLINE>Wives of the 1996 Candidates Are Also Targets of Scrutiny ,wives of presidential candidates,20
367,2/16/1996,POLITICS: THE DEBATE; G.O.P. RIVALS CLASH OVER ATTACK ADS ,fighting over republican attack ads,20
368,2/16/1996,British Report on Iraq Arms Deal Declares Parliament Was Misled ,british arms sales to iraq,19
369,2/17/1996,Plan Would Have Social Security Put Some Money in Stock Market ,social security to put money in the stock market,13
370,2/17/1996,NATO Links Bosnia Government To Training Center for Terrorists ,NATO finds terrorist training center in bosnia,16
371,2/17/1996,Not a Blizzard but Still Trouble ,snow in NYC,26
372,2/17/1996,"POLITICS: PATRICK J. BUCHANAN; Some See Clinton as Voctor in G.O.P. Debate: Buchanan, Beset by Many Critics, Still Unbowed ",republican presidential candidate debate,20
373,2/17/1996,A Professor Helps Smithsonian Catch The Curator-Thief ,theft at the smithsonian,12
374,2/17/1996,POLITICS: THE ELECTORATE; Some See CLinton as Voctor in G.O.P. Debate: 8 Rivals Left Viewers Unimpressed ,Republican presidential debate,20
375,2/17/1996,Region's Governors Draw Own Blueprint for Welfare ,welfare reform,13
376,2/18/1996,Danger Was a Passenger ,bus crash investigation,10
377,2/18/1996,Edmund G. Brown Is Dead at 90; He Led California in Boom Years ,death of former CA gov,30
378,2/18/1996,Clinton Backing Vast Effort To Restore Florida Swamps ,clinton backs restoration of florida swamps,7
379,2/18/1996,POLITICS: ALEXANDER'S IDEAS; Alexander Builds His Hopes On Some Radical Departures ,lamar alexander,20
380,2/18/1996,"Man Tops Machine, And Tells It About It ",chess against a computer,17
381,2/18/1996,Clinton Urged To Cite Mexico For Drug Flow ,clinton angry about drugs in mexico,12
382,2/18/1996,"As Fiery Crash Ended Dreams, Survivors Fled ",train crash,10
383,2/18/1996,POLITICS: PARTY ISSUES; MANY REPUBLICANS FEAR PARTY RIFTS MAY COST ELECTION ,republican infighting in the election,20
384,2/19/1996,A Mean Chess-Playing Computer Tears at the Meaning of Thought ,chess playing computer,17
385,2/19/1996,Kennedy-Castro Encounter Touched by History ,kennedy and castro,19
386,2/19/1996,"POLITICS: STEADFAST CANDIDATE; For Alexander, There's a Sense Of Told You So ",lamar alexander campaign,20
387,2/19/1996,Investigators Citing Design Flaw And Engineer Error in Accident ,investigation into a train crash,10
388,2/19/1996,"POLITICS: LOOKING TO ECONOMICS; Dole, Stung in 1988, Charts Cautious Economic Course ",presidential campaign,20
389,2/19/1996,ECONOMIC PULSE: The New York Region; Region's Economy in Fundamental Shift ,NY economy,1
390,2/19/1996,Bomb in London Bus Kills 1 and Injures 7 ,bomb in london,19
391,2/20/1996,Bus Blast Claimed by the I.R.A.; Bomber May Be One of Victims ,bomb in london,19
392,2/20/1996,"From '80 Crime, White-Sioux Tension Today ",tension between whites and indians,2
393,2/20/1996,THE HOME STRETCH ,presidential primary campaigning,20
394,2/20/1996,Copyright Pirates Prosper In China Despite Promises ,copyright piracy in china,19
395,2/20/1996,Artists and Arts Groups Angered By New Rules for Federal Grants ,new rules for art grants,28
396,2/20/1996,POLITICS: NEWS ANALYSIS; A Flare-Up of Passions On Trade And Jobs ,trade and jobs as issues in the republican primary,18
397,2/20/1996,Fears in Dublin ,reaction to london bombing,19
398,2/20/1996,POLITICS: THE OVERVIEW; CANDIDATES CLASH OVER TRADE ISSUES HEADING INTO VOTE ,republican candidates fighting over trade,18
399,2/21/1996,Oklahoma Bombing Case To Be Moved to Colorado ,oklahoma bombing trial venue,16
400,2/21/1996,Anguish of Rwanda Echoed in a Baby's Cry ,rwandan genocide,19
401,2/21/1996,"In Era of Fiscal Damage Control, Cities Fight Idea of 'Tax Exempt' ",city taxation issues,1
402,2/21/1996,POLITICS: NEWS ANALYSIS; BUCHANAN A NARROW VICTOR OVER DOLE IN NEW HAMPSHIRE ,new hampshire primary,20
403,2/21/1996,"General Who Fled Goes Home to Iraq, Blessed by Hussein ",defected iraqi general goes back to iraq,19
404,2/21/1996,POLITICS: THE OVERVIEW; BUCHANAN A NARROW VICTOR OVER DOLE IN NEW HAMPSHIRE ,new hampshire primary,20
405,2/21/1996,"POLITICS: THE VOTERS; Down to the Wire, a Clutch Of Candidates and Choices ",new hampshire primary,20
406,2/22/1996,POLITICS: ON THE MOVE; Exultant Buchanan Pushes Economic Insecurity Theme ,pat buchanan,20
407,2/22/1996,Prodigy Sale Sought Amid On-Line Boom ,online service industry,15
408,2/22/1996,"Good People Go Bad in Iowa, And a Drug Is Being Blamed ",meth in iowa,3
409,2/22/1996,POLITICS: THE OVERVIEW; SOME REPUBLICANS HOPING FOR A WAY TO STOP BUCHANAN ,pat buchanan campaign,20
410,2/22/1996,Farrakhan's Angry World Tour Brings Harsh Criticism at Home ,farrkhan goes on tour,31
411,2/22/1996,"Short of Money, the French Face Cuts in Their Cherished Military ",french cutting their military,19
412,2/22/1996,"From the Democrats, Glee but No Gloating ",democrats happy about pat buchanans success,20
413,2/22/1996,Pataki and Giuliani: Bound by Pragmatism ,pragmatism in NY leaders,24
414,2/23/1996,"POLITICS: ON THE MOVE; Buchanan Drawing Extremist Support, And Problems, Too ",buchanan's extremist supporters,20
415,2/23/1996,GOVERNMENT CUTS MAY CAUSE LOSSES IN LOAN PROGRAMS ,government cuts and their impact on loans,1
416,2/23/1996,Serbs on Trek: Weighted Down and Terrified ,serbian refugees,19
417,2/23/1996,Two New Faces Join Greenspan As Fed Choices ,federal reserve nominations,20
418,2/23/1996,POLITICS: VYING FOR THE LEAD; Dole Adopts a New Persona: Savior of the Grand Old Party ,dole finding his voice in the GOP primary,20
419,2/23/1996,Queens School Is Succeeding on a Shoestring ,school dealing with budget cuts,6
420,2/23/1996,Pataki Proposes Law to Let Prosecutors Appeal Sentences ,new laws for appeals in NY,12
421,2/23/1996,RUSSIA AND I.M.F. AGREE ON A LOAN FOR $10.2 BILLION ,russia gets an IMF loan,19
422,2/24/1996,Economy Slowed in Late 1995 As Growth Rate Dipped to 0.9% ,economy trouble,1
423,2/24/1996,A Changing of the Guard in Sarajevo ,reunification of sarajevo,19
424,2/24/1996,New Weakness Seen In New Jersey Jobs ,new jersey losing jobs,1
425,2/24/1996,"POLITICS: PATRICK J. BUCHANAN; Buchanan Vows, if Elected, To Put an End to Abortions ",buchanana talks about abortion,2
426,2/24/1996,Sex Offenders Law Prompts Privacy Debate in New York ,sex offenders law in new york,12
427,2/24/1996,"Havana Journal; Needing Cash for Bread, Cuba Tries a Circus ",circus in cuba,19
428,2/24/1996,Alexander on the Poor ,lamar alexander,20
429,2/24/1996,REACTOR ACCIDENT IN JAPAN IMPERILS ENERGY PROGRAM ,nuclear reactor accident in japan,19
430,2/24/1996,Iraqi Defectors Killed 3 Days After Returning ,iraqi defectors killed,19
431,2/24/1996,ALBANY'S TAX CUT FACING CHALLENGE ,tax cut in NY,24
432,2/25/1996,"For Immigrant Maids, Not a Job but Servitude ",immigrant maids,5
433,2/25/1996,Message Under the Message? ,pat buchanan,20
434,2/25/1996,A Good Day to Fasten Scarves and Seat Belts ,bad weather,26
435,2/25/1996,No End Seen to I.R.A. Power To Wage a Campaign of Fear ,IRA terrorism,19
436,2/25/1996,Exiles Say Cuba Downed 2 Planes And Clinton Expresses Outrage ,cuba shoots down two planes,19
437,2/25/1996,"NEIGHBORHOOD MUSCLE -- A special report.; In Era of Shrinking Budgets, Community Groups Blossom ",community groups,13
438,2/25/1996,G.O.P. IN CONGRESS DEBATING TACTICS TO REGAIN AN EDGE ,GOP congressional strategy,20
439,2/25/1996,FORBES BEATS DOLE IN DELAWARE VOTE ,delaware primary,20
